image,id,name,xMin,xMax,yMin,yMax
4.64.png,1,pizza,90.0,811.0,3.0,534.0
4.64.png,2,black olive,264.0,293.0,92.0,113.0
4.64.png,3,mushroom,460.0,510.0,372.0,419.0
4.64.png,4,chicken,307.0,373.0,400.0,447.0
4.64.png,5,green pepper,307.0,337.0,238.0,256.0
4.64.png,6,chopped tomato,520.0,552.0,287.0,302.0
4.64.png,7,red onion,472.0,493.0,155.0,181.0
4.64.png,8,cheese,657.0,743.0,266.0,360.0
24.32.png,1,raw chicken meet,774.0,938.0,425.0,532.0
24.32.png,2,red onoin,871.0,954.0,257.0,320.0
24.32.png,3,tomato sauce,351.0,446.0,159.0,201.0
24.32.png,4,mushroom,522.0,588.0,150.0,169.0
24.32.png,5,dough,25.0,205.0,164.0,309.0
24.32.png,6,chopped tomato,655.0,709.0,163.0,195.0
24.32.png,7,galic,188.0,285.0,429.0,451.0
24.32.png,8,ginger,311.0,374.0,301.0,337.0
24.32.png,9,tumeric,362.0,429.0,505.0,536.0
24.32.png,10,cumin,427.0,497.0,381.0,414.0
24.32.png,11,crushed red chill,579.0,650.0,340.0,392.0
24.32.png,12,spice powder,451.0,509.0,270.0,297.0
24.32.png,13,yogurt,567.0,667.0,203.0,265.0
24.32.png,14,salt,531.0,612.0,482.0,533.0
24.32.png,15,oil,724.0,819.0,263.0,319.0
24.32.png,16,green pepper,812.0,858.0,132.0,154.0
44.8.png,1,flour,498.0,735.0,122.0,327.0
44.8.png,2,salt,403.0,449.0,67.0,99.0
44.8.png,3,sugar,304.0,363.0,169.0,218.0
44.8.png,4,yeast,299.0,374.0,346.0,392.0
44.8.png,5,oil,404.0,517.0,444.0,524.0
44.8.png,6,water,622.0,811.0,410.0,526.0
65.28.png,1,yeast,190.0,272.0,373.0,439.0
65.28.png,2,four,694.0,955.0,84.0,318.0
65.28.png,3,water,395.0,542.0,79.0,182.0
70.4.png,1,yeast,169.0,223.0,203.0,246.0
70.4.png,2,water,270.0,426.0,309.0,455.0
70.4.png,3,flour,746.0,949.0,57.0,323.0
75.52.png,1,yeast mixed with water,276.0,439.0,304.0,444.0
75.52.png,2,flour,704.0,952.0,71.0,329.0
85.76.png,1,yeast mixed with water,203.0,522.0,170.0,415.0
85.76.png,2,flour,708.0,946.0,14.0,219.0
100.2.png,1,flour being mixed with yeast and water,186.0,531.0,150.0,415.0
130.6.png,1,dough,308.0,568.0,153.0,292.0
241.4.png,1,oil,288.0,662.0,157.0,398.0
266.88.png,1,dough,398.0,575.0,278.0,415.0
299.08.png,1,boneless chicken,386.0,629.0,271.0,491.0
299.08.png,2,crunched red chill,199.0,281.0,221.0,275.0
299.08.png,3,red onion,550.0,635.0,85.0,117.0
299.08.png,4,oil,385.0,473.0,119.0,149.0
299.08.png,5,yogurt,215.0,309.0,47.0,107.0
299.08.png,6,spice powder,68.0,143.0,165.0,177.0
299.08.png,7,cumin,26.0,108.0,297.0,306.0
299.08.png,8,salt,125.0,195.0,405.0,440.0
307.48.png,1,galric,258.0,325.0,313.0,369.0
307.48.png,2,ginger,381.0,442.0,214.0,244.0
307.48.png,3,dough,32.0,251.0,68.0,178.0
307.48.png,4,kermeric,384.0,456.0,431.0,487.0
307.48.png,5,tomato sauce,430.0,530.0,59.0,83.0
328.32.png,1,yogurt,402.0,622.0,227.0,384.0
328.32.png,2,oil,201.0,310.0,176.0,257.0
328.32.png,3,garlic,414.0,501.0,53.0,108.0
328.32.png,4,ginger,105.0,261.0,430.0,494.0
343.68.png,1,pizza sauce,442.0,623.0,355.0,491.0
343.68.png,2,mushroom,235.0,334.0,350.0,435.0
343.68.png,3,chopped tomato,487.0,585.0,210.0,277.0
343.68.png,4,black olive,280.0,387.0,186.0,259.0
343.68.png,5,green pepper,656.0,748.0,142.0,148.0
353.92.png,1,tomato,463.0,665.0,198.0,373.0
353.92.png,2,garlic,299.0,377.0,494.0,533.0
353.92.png,3,salt,243.0,291.0,340.0,396.0
353.92.png,4,crushed red chili,261.0,325.0,168.0,231.0
353.92.png,5,Thyme,794.0,853.0,181.0,232.0
353.92.png,6,ketchup,669.0,735.0,75.0,115.0
353.92.png,7,oregano,529.0,578.0,51.0,82.0
353.92.png,8,oil,353.0,448.0,53.0,115.0
379.52.png,1,water,307.0,637.0,191.0,454.0
384.64.png,1,tomato,388.0,481.0,316.0,409.0
384.64.png,2,tomato,581.0,683.0,299.0,387.0
407.2.png,1,peeled tomato,380.0,502.0,193.0,270.0
425.6.png,1,chopped tomato,268.0,634.0,180.0,501.0
446.72.png,1,grinded tomato,393.0,546.0,354.0,422.0
462.08.png,1,garlic with oil,313.0,500.0,283.0,353.0
484.28.png,1,pizza sauce,295.0,485.0,310.0,370.0
494.2.png,1,Thyme,515.0,680.0,381.0,467.0
497.12.png,1,ketchup,277.0,365.0,49.0,107.0
522.24.png,1,pizza sauce,336.0,568.0,252.0,440.0
557.44.png,1,Mozzarella cheese,438.0,621.0,248.0,403.0
577.92.png,1,ginger,315.0,394.0,230.0,344.0
577.92.png,2,oil,205.0,376.0,345.0,461.0
588.16.png,1,ginger with oil,256.0,587.0,195.0,333.0
598.4.png,1,boneless chicken,206.0,492.0,45.0,148.0
639.36.png,1,yogurt,274.0,442.0,232.0,345.0
711.04.png,1,dough,299.0,585.0,221.0,436.0
739.8.png,1,flour,397.0,652.0,217.0,334.0
776.32.png,1,dough,260.0,585.0,213.0,412.0
852.72.png,1,oil,202.0,261.0,52.0,94.0
888.96.png,1,pizza sauce,256.0,338.0,217.0,246.0
899.2.png,1,pizza sauce,237.0,626.0,147.0,429.0
899.2.png,2,dough,209.0,719.0,92.0,432.0
909.44.png,1,Mozzarella cheese,228.0,601.0,121.0,426.0
909.44.png,2,pizza sauce,209.0,657.0,101.0,436.0
909.44.png,3,dough,143.0,657.0,83.0,463.0
914.56.png,1,chicken tikka,398.0,527.0,162.0,259.0
935.04.png,1,red onion,377.0,401.0,197.0,214.0
940.16.png,1,green pepper,252.0,300.0,187.0,201.0
940.16.png,2,chopped tomato,509.0,535.0,274.0,302.0
955.2.png,1,Mozzarella cheeze,546.0,612.0,308.0,375.0
955.2.png,2,black olive,92.0,210.0,161.0,220.0
