image,id,name,xMin,xMax,yMin,yMax
5.33867.png,1,tray,436.0,436.0,266.0,266.0
21.3547.png,1,water,468.0,513.0,332.0,366.0
21.3547.png,2,yeast,178.0,206.0,365.0,382.0
21.3547.png,3,salt,778.0,804.0,376.0,394.0
25.6923.png,1,tea spoon,428.0,461.0,274.0,325.0
25.6923.png,2,water,407.0,443.0,350.0,390.0
25.6923.png,3,pour salt into water,455.0,521.0,334.0,351.0
25.6923.png,4,yeast,154.0,190.0,379.0,405.0
29.6963.png,1,yeast,515.0,544.0,323.0,351.0
29.6963.png,2,water with salt,428.0,465.0,392.0,414.0
29.6963.png,3,pour yeast in the water with salt,410.0,463.0,308.0,366.0
34.7013.png,1,yeast plus water plus salt,321.0,396.0,225.0,280.0
40.04.png,1,flour,565.0,592.0,329.0,350.0
40.04.png,2,pour the yeast with the water and the salt over the flour,443.0,509.0,272.0,329.0
40.04.png,3,bowl,504.0,556.0,172.0,219.0
40.04.png,4,yeast plus water plus salt,352.0,392.0,236.0,278.0
44.7113.png,1,olive oil,590.0,643.0,100.0,149.0
44.7113.png,2,pour olive oil on the flour,395.0,452.0,200.0,241.0
44.7113.png,3,flour,516.0,571.0,271.0,330.0
44.7113.png,4,bowl,302.0,342.0,224.0,257.0
47.7143.png,1,knead the dough with your hands,407.0,563.0,250.0,364.0
48.7153.png,1,take dough from bowl to the table,337.0,464.0,82.0,181.0
48.7153.png,2,knead the dough with your hands,484.0,595.0,271.0,380.0
48.7153.png,3,dough,404.0,458.0,222.0,248.0
48.7153.png,4,flour,704.0,810.0,361.0,398.0
48.7153.png,5,table,363.0,444.0,413.0,455.0
53.9205.png,1,knead dough,368.0,467.0,312.0,401.0
59.2258.png,1,olive oil,251.0,302.0,133.0,163.0
59.2258.png,2,pour olive oil on the dough,602.0,672.0,190.0,246.0
59.2258.png,3,dough,647.0,688.0,300.0,344.0
59.2258.png,4,bowl,738.0,780.0,213.0,268.0
59.2258.png,5,put the dough in a bowl,516.0,593.0,275.0,341.0
64.5979.png,1,spread the oil over the dough with your hand,554.0,678.0,280.0,353.0
64.5979.png,2,bowl,664.0,704.0,132.0,182.0
64.5979.png,3,dough,652.0,672.0,363.0,375.0
68.9355.png,1,cover the bowl,395.0,481.0,96.0,143.0
68.9355.png,2,bowl lid,347.0,382.0,160.0,189.0
68.9355.png,3,dough,480.0,527.0,237.0,272.0
68.9355.png,4,bowl,436.0,493.0,354.0,384.0
79.5461.png,1,dough,309.0,404.0,266.0,332.0
79.5461.png,2,flour,348.0,418.0,130.0,174.0
