image,id,name,xMin,xMax,yMin,yMax
5.33333.png,1,flour,573.0,653.0,398.0,450.0
5.33333.png,2,yeast,791.0,853.0,409.0,501.0
5.33333.png,3,warm water,815.0,864.0,418.0,491.0
16.3333.png,1,fork,735.0,771.0,444.0,479.0
18.3333.png,1,fork,303.0,398.0,413.0,530.0
21.3333.png,1,fork,422.0,474.0,210.0,252.0
21.3333.png,2,flour,468.0,610.0,394.0,488.0
26.6667.png,1,flour,561.0,682.0,401.0,465.0
26.6667.png,2,yeast,788.0,847.0,417.0,481.0
26.6667.png,3,warm water,805.0,860.0,413.0,500.0
27.2917.png,1,flour,419.0,740.0,325.0,508.0
42.6667.png,1,flour,544.0,683.0,390.0,449.0
42.6667.png,2,yeast,796.0,832.0,422.0,478.0
42.6667.png,3,warm water,799.0,856.0,403.0,492.0
44.8333.png,1,yeast,502.0,627.0,459.0,524.0
44.8333.png,2,warm water,489.0,634.0,401.0,531.0
50.2917.png,1,flour,545.0,668.0,394.0,447.0
50.2917.png,2,fork,699.0,741.0,388.0,426.0
50.2917.png,3,yeast,593.0,635.0,207.0,252.0
50.2917.png,4,warm water,598.0,648.0,183.0,248.0
58.6667.png,1,yeast,188.0,267.0,332.0,400.0
58.6667.png,2,warm water,174.0,360.0,315.0,458.0
73.7083.png,1,yeast,548.0,586.0,295.0,306.0
73.7083.png,2,warm water,540.0,588.0,278.0,323.0
73.7083.png,3,flour,573.0,611.0,381.0,464.0
73.7083.png,4,fork,679.0,788.0,391.0,437.0
74.6667.png,1,yeast,625.0,694.0,448.0,488.0
74.6667.png,2,warm water,588.0,761.0,313.0,502.0
78.125.png,1,yeast,583.0,652.0,325.0,343.0
78.125.png,2,warm water,554.0,661.0,320.0,352.0
78.125.png,3,flour,440.0,850.0,299.0,407.0
82.25.png,1,yeast,567.0,629.0,403.0,427.0
82.25.png,2,flour,526.0,687.0,390.0,456.0
86.9167.png,1,yeast,613.0,730.0,360.0,409.0
86.9167.png,2,flour,490.0,857.0,350.0,435.0
86.9167.png,3,fork,508.0,642.0,272.0,337.0
95.75.png,1,fork,553.0,589.0,382.0,405.0
95.75.png,2,yeast,610.0,633.0,395.0,436.0
95.75.png,3,flour,529.0,677.0,386.0,453.0
107.167.png,1,yeast,474.0,625.0,305.0,370.0
107.167.png,2,flour,300.0,909.0,309.0,413.0
114.208.png,1,yesst,498.0,616.0,376.0,406.0
114.208.png,2,flour,437.0,758.0,354.0,451.0
117.333.png,1,yeast,471.0,637.0,299.0,378.0
117.333.png,2,flour,381.0,837.0,284.0,417.0
117.333.png,3,fork,267.0,364.0,247.0,350.0
122.292.png,1,yeast,575.0,645.0,406.0,433.0
122.292.png,2,flour,543.0,685.0,395.0,451.0
131.208.png,1,salt,648.0,805.0,9.0,368.0
131.208.png,2,fork,529.0,597.0,189.0,338.0
131.208.png,3,yeast,435.0,629.0,327.0,418.0
131.208.png,4,flour,333.0,891.0,328.0,452.0
142.125.png,1,mix,524.0,679.0,400.0,452.0
142.125.png,2,yeast,544.0,656.0,409.0,437.0
142.125.png,3,warm water,578.0,616.0,417.0,427.0
142.125.png,4,flour,576.0,648.0,389.0,473.0
149.333.png,1,mix,460.0,773.0,248.0,349.0
149.333.png,2,yeast,513.0,733.0,281.0,314.0
149.333.png,3,warm water,490.0,665.0,278.0,332.0
149.333.png,4,flour,392.0,859.0,256.0,366.0
181.333.png,1,cutting knife,204.0,311.0,77.0,157.0
185.833.png,1,cutting knife,392.0,547.0,381.0,466.0
185.833.png,2,flour,582.0,780.0,421.0,531.0
185.833.png,3,yeast,626.0,681.0,458.0,490.0
197.333.png,1,cutting knife,541.0,629.0,345.0,397.0
197.333.png,2,batter,564.0,620.0,404.0,440.0
200.208.png,1,batter,382.0,591.0,314.0,455.0
200.208.png,2,cutting knife,560.0,661.0,156.0,346.0
229.333.png,1,batter,185.0,491.0,248.0,353.0
239.208.png,1,batter,450.0,695.0,138.0,247.0
