image,id,name,xMin,xMax,yMin,yMax
24.36.png,1,flour,573.0,609.0,202.0,236.0
24.36.png,2,bowl,175.0,214.0,443.0,485.0
30.72.png,1,salt,425.0,441.0,350.0,361.0
30.72.png,2,bowl,347.0,388.0,407.0,430.0
33.64.png,1,salt,360.0,379.0,393.0,416.0
33.64.png,2,bowl,340.0,366.0,451.0,473.0
33.64.png,3,pour salt in a bowl,386.0,420.0,416.0,457.0
35.84.png,1,pour the salt in the bowl,326.0,399.0,354.0,413.0
35.84.png,2,bowl,322.0,351.0,443.0,471.0
42.64.png,1,mix flour and salt with a spatula,446.0,572.0,471.0,524.0
42.64.png,2,spatula,406.0,469.0,166.0,304.0
42.64.png,3,flour,602.0,655.0,486.0,515.0
42.64.png,4,bowl,185.0,295.0,263.0,355.0
46.08.png,1,mix with a spatula,299.0,389.0,383.0,448.0
46.08.png,2,bowl,329.0,342.0,486.0,499.0
46.08.png,3,spatula,280.0,306.0,363.0,391.0
46.08.png,4,flour,285.0,298.0,444.0,456.0
51.2.png,1,spatula,129.0,162.0,199.0,262.0
51.2.png,2,flour and salt,481.0,589.0,158.0,278.0
51.2.png,3,bowl,721.0,826.0,48.0,136.0
55.2.png,1,mix flour and salt,432.0,554.0,254.0,409.0
55.2.png,2,spatula,471.0,526.0,102.0,193.0
55.2.png,3,bowl,62.0,116.0,166.0,250.0
70.48.png,1,put water on the yeast,281.0,388.0,49.0,171.0
70.48.png,2,yeast,292.0,342.0,329.0,359.0
70.48.png,3,water,332.0,367.0,217.0,277.0
70.48.png,4,bowl,480.0,538.0,141.0,230.0
70.48.png,5,jar,133.0,177.0,12.0,34.0
73.04.png,1,pour water on flour and salt mix,306.0,354.0,316.0,373.0
73.04.png,2,flour and salt mix,334.0,347.0,420.0,425.0
73.04.png,3,water and yeast,381.0,401.0,489.0,515.0
75.52.png,1,water,198.0,226.0,37.0,144.0
75.52.png,2,flour and yeast,594.0,659.0,290.0,376.0
75.52.png,3,spatula,438.0,507.0,29.0,123.0
75.52.png,4,pour water on flour and salt mix,111.0,285.0,232.0,363.0
75.52.png,5,bowl,603.0,651.0,26.0,89.0
76.44.png,1,water,212.0,284.0,326.0,414.0
76.44.png,2,flour and salt mix,565.0,612.0,326.0,385.0
76.44.png,3,spatula,374.0,453.0,142.0,232.0
