image,id,name,xMin,xMax,yMin,yMax
10.6773.png,1,flour,515.0,634.0,407.0,480.0
10.6773.png,2,water, olive oil, yeast,730.0,812.0,448.0,508.0
14.7814.png,1,flour,526.0,647.0,397.0,481.0
14.7814.png,2,water, olive oil, yeast,726.0,820.0,444.0,509.0
17.4174.png,1,flour,369.0,633.0,262.0,482.0
17.4174.png,2,water, olive oil, yeast,210.0,390.0,82.0,245.0
17.4174.png,3,flour,826.0,956.0,64.0,239.0
20.2536.png,1,flour,262.0,800.0,76.0,413.0
22.6226.png,1,flour,274.0,860.0,62.0,400.0
30.2302.png,1,water, yeast, olive oil,602.0,790.0,214.0,406.0
30.2302.png,2,flour,698.0,931.0,203.0,471.0
30.2302.png,3,flour,850.0,956.0,49.0,200.0
32.8995.png,1,flour, water, olive oil, yeast,246.0,376.0,338.0,422.0
32.8995.png,2,flour,193.0,291.0,384.0,467.0
35.2352.png,1,flour, water, olive oil, yeast,416.0,689.0,224.0,505.0
35.2352.png,2,flour,826.0,955.0,57.0,231.0
40.7073.png,1,flour, water, olive oil, yeast,433.0,690.0,236.0,490.0
40.7073.png,2,flour,840.0,951.0,50.0,216.0
46.046.png,1,dough,448.0,721.0,313.0,523.0
46.046.png,2,flour,858.0,956.0,49.0,209.0
51.2512.png,1,dough,499.0,667.0,300.0,451.0
51.2512.png,2,flour,848.0,956.0,47.0,205.0
56.5899.png,1,flour,845.0,956.0,78.0,200.0
58.3249.png,1,flour,847.0,954.0,72.0,214.0
61.9285.png,1,dough,351.0,592.0,96.0,322.0
62.9963.png,1,dough,374.0,606.0,169.0,338.0
64.9983.png,1,dough,415.0,536.0,296.0,406.0
64.9983.png,2,flour,830.0,957.0,60.0,213.0
67.1671.png,1,dough,266.0,446.0,387.0,517.0
67.1671.png,2,dough,550.0,759.0,195.0,341.0
72.6059.png,1,dough,293.0,414.0,342.0,449.0
72.6059.png,2,flour,873.0,956.0,58.0,130.0
74.1741.png,1,dough,303.0,413.0,343.0,440.0
74.1741.png,2,dough,515.0,621.0,388.0,486.0
74.1741.png,3,flour,316.0,450.0,22.0,335.0
74.1741.png,4,flour,851.0,956.0,43.0,210.0
76.3096.png,1,dough,424.0,618.0,119.0,270.0
82.7493.png,1,dough,131.0,269.0,288.0,406.0
82.7493.png,2,flour,852.0,957.0,45.0,202.0
83.6502.png,1,dough,250.0,439.0,224.0,409.0
83.6502.png,2,dough,257.0,447.0,446.0,538.0
83.6502.png,3,flour,817.0,956.0,45.0,224.0
88.088.png,1,dough,57.0,449.0,250.0,403.0
