image,id,name,xMin,xMax,yMin,yMax
5.33867.png,1,pizza,8.0,950.0,10.0,533.0
10.6773.png,1,,9.0,461.0,9.0,296.0
26.6933.png,1,sugar,481.0,672.0,370.0,457.0
32.032.png,1,warm water,435.0,729.0,298.0,466.0
37.3707.png,1,yeast,539.0,631.0,210.0,283.0
48.048.png,1,salt,659.0,708.0,139.0,444.0
52.2188.png,1,extra virgin olive oil,702.0,890.0,130.0,285.0
57.057.png,1,pizza dough,452.0,763.0,29.0,336.0
57.057.png,1, flour,463.0,762.0,11.0,378.0
101.435.png,1,tomato paste,364.0,719.0,131.0,398.0
112.112.png,1,water,207.0,380.0,160.0,373.0
112.112.png,2,water,696.0,837.0,250.0,376.0
117.451.png,1,onion powder,439.0,580.0,177.0,266.0
117.451.png,1,basil,412.0,509.0,315.0,386.0
117.451.png,2,onion powder,477.0,584.0,194.0,272.0
128.128.png,1,oregano,493.0,597.0,173.0,249.0
159.359.png,1,cornmeal,466.0,825.0,78.0,281.0
160.16.png,1,dough,357.0,736.0,34.0,304.0
176.176.png,1,sauce,428.0,618.0,54.0,194.0
205.372.png,1,mozzarella cheese,323.0,800.0,77.0,351.0
218.885.png,1,sliced pepperoni,161.0,267.0,46.0,162.0
218.885.png,2,sliced pepperoni,287.0,425.0,127.0,212.0
218.885.png,3,sliced pepperoni,450.0,595.0,163.0,261.0
