image,id,name,xMin,xMax,yMin,yMax
45.9125.png,1,all purpose flour,167.0,432.0,334.0,509.0
51.2512.png,1,warm water,75.0,282.0,214.0,320.0
51.2512.png,2,yeast,337.0,429.0,319.0,408.0
51.2512.png,3,salt,473.0,593.0,294.0,372.0
51.2512.png,4,sugar,693.0,787.0,311.0,370.0
51.2512.png,5,extra virgin olive oil,851.0,944.0,269.0,397.0
72.6059.png,1,warm water,433.0,623.0,310.0,447.0
77.9445.png,1,dry yeast,456.0,571.0,283.0,418.0
77.9445.png,2,warm water,405.0,684.0,213.0,444.0
83.2832.png,1,dry yeast,435.0,618.0,253.0,370.0
83.2832.png,2,water,373.0,720.0,145.0,406.0
88.6219.png,1,dry yeast,436.0,629.0,270.0,416.0
88.6219.png,2,warm water,364.0,746.0,151.0,479.0
120.654.png,1,all purpose flour,701.0,932.0,390.0,532.0
125.993.png,1,all purpose flour,598.0,870.0,241.0,537.0
131.331.png,1,all purpose flour,609.0,943.0,364.0,525.0
142.009.png,1,all purpose flour,600.0,904.0,401.0,531.0
142.009.png,2,all purpose flour,299.0,450.0,331.0,385.0
147.347.png,1,all purpose flour,682.0,947.0,417.0,530.0
147.347.png,2,all purpose flour,336.0,542.0,339.0,419.0
152.686.png,1,salt,324.0,391.0,88.0,133.0
152.686.png,2,sugar,665.0,787.0,237.0,330.0
158.025.png,1,sugar,670.0,752.0,456.0,517.0
158.025.png,2,all purpose flour,363.0,562.0,351.0,488.0
158.025.png,3,extra-virgin olive oil,406.0,510.0,3.0,109.0
163.363.png,1,all purpose flour,337.0,665.0,284.0,494.0
163.363.png,2,extra-virgin olive oil,387.0,638.0,342.0,447.0
168.702.png,1,sugar,762.0,870.0,465.0,533.0
174.041.png,1,yeast,323.0,606.0,228.0,425.0
179.379.png,1,yeast,407.0,655.0,278.0,431.0
184.718.png,1,all purpose flour,131.0,481.0,419.0,492.0
184.718.png,2,yeast,317.0,372.0,362.0,405.0
190.057.png,1,sugar,669.0,768.0,415.0,502.0
190.057.png,2,salt,793.0,899.0,510.0,534.0
190.057.png,3,all purpose flour,277.0,591.0,330.0,442.0
206.073.png,1,all purpose flour,352.0,657.0,354.0,466.0
211.411.png,1,all purpose flour,372.0,694.0,326.0,477.0
216.75.png,1,all purpose flour,443.0,669.0,341.0,476.0
222.089.png,1,all purpose flour,401.0,608.0,329.0,424.0
227.427.png,1,dough,323.0,585.0,72.0,446.0
232.766.png,1,dough,439.0,739.0,193.0,437.0
243.443.png,1,extra-virgin olive oil,354.0,678.0,285.0,432.0
248.782.png,1,dough,291.0,608.0,195.0,431.0
254.121.png,1,dough,311.0,705.0,149.0,400.0
259.459.png,1,dough,357.0,700.0,175.0,335.0
264.798.png,1,dough,459.0,656.0,102.0,247.0
270.137.png,1,dough,216.0,642.0,257.0,463.0
274.207.png,1,dough,733.0,818.0,395.0,480.0
275.475.png,1,dough,451.0,615.0,218.0,401.0
280.814.png,1,dough,599.0,783.0,328.0,486.0
286.153.png,1,dough,465.0,672.0,267.0,388.0
291.491.png,1,dough,465.0,614.0,351.0,476.0
291.491.png,2,extar-virgin olive oil,419.0,669.0,481.0,534.0
296.83.png,1,dough,180.0,390.0,264.0,403.0
296.83.png,2,extra-virgin olive oil,213.0,296.0,286.0,370.0
296.83.png,3,dough,719.0,883.0,330.0,452.0
296.83.png,4,extra-virgin oilve oil,724.0,914.0,468.0,525.0
302.169.png,1,dough,217.0,344.0,314.0,385.0
302.169.png,2,dough,730.0,841.0,389.0,501.0
302.169.png,3,extra-virgin olive oil,162.0,329.0,297.0,411.0
302.169.png,4,extra-virgin olive oil,675.0,894.0,481.0,531.0
350.217.png,1,tomato puree,513.0,639.0,265.0,357.0
355.555.png,1,sugar,41.0,196.0,467.0,536.0
355.555.png,2,dried oregano,284.0,417.0,390.0,518.0
355.555.png,3,tomato puree,91.0,254.0,234.0,344.0
355.555.png,4,galic powder,410.0,474.0,175.0,353.0
355.555.png,5,onion powder,496.0,575.0,173.0,357.0
355.555.png,6,salt,614.0,815.0,206.0,361.0
355.555.png,7,pepper,903.0,923.0,21.0,320.0
376.91.png,1,tomato puree,466.0,679.0,362.0,512.0
376.91.png,2,garlic powder,791.0,871.0,406.0,530.0
376.91.png,3,onion powder,914.0,953.0,410.0,522.0
376.91.png,4,dried oregano,620.0,717.0,144.0,236.0
382.249.png,1,tomato puree,458.0,622.0,305.0,398.0
382.249.png,2,dried oregano,90.0,232.0,425.0,528.0
382.249.png,3,garlic powder,751.0,774.0,356.0,512.0
382.249.png,4,onion powder,839.0,885.0,377.0,523.0
387.587.png,1,tomato puree,405.0,596.0,263.0,412.0
387.587.png,2,dried oregano,456.0,524.0,309.0,374.0
387.587.png,3,garlic powder,730.0,833.0,315.0,513.0
387.587.png,4,onion powder,880.0,951.0,318.0,503.0
392.926.png,1,dried oregano,466.0,529.0,366.0,430.0
392.926.png,2,dried oregano,672.0,809.0,153.0,277.0
392.926.png,3,tomato puree,357.0,626.0,297.0,472.0
392.926.png,4,garlic powder,752.0,831.0,339.0,514.0
392.926.png,5,onion powder,875.0,928.0,314.0,499.0
398.265.png,1,dried oregano,445.0,538.0,400.0,472.0
398.265.png,2,tomato puree,343.0,640.0,331.0,503.0
398.265.png,3,garlic powder,502.0,561.0,36.0,111.0
398.265.png,4,onion powder,867.0,937.0,382.0,526.0
403.603.png,1,onion powder,709.0,777.0,74.0,281.0
403.603.png,2,dried oregano,140.0,260.0,438.0,525.0
403.603.png,3,onion powder,448.0,545.0,365.0,422.0
403.603.png,4,tomato puree,366.0,676.0,270.0,500.0
408.942.png,1,dried oregano,158.0,268.0,418.0,516.0
408.942.png,2,onion powder,440.0,505.0,385.0,442.0
408.942.png,3,tomato puree,337.0,620.0,311.0,473.0
414.281.png,1,salt,494.0,547.0,369.0,393.0
414.281.png,2,onion powder,485.0,568.0,350.0,418.0
414.281.png,3,garlic powder,431.0,589.0,333.0,433.0
414.281.png,4,tomato puree,373.0,652.0,283.0,486.0
414.281.png,5,salt,725.0,802.0,291.0,368.0
414.281.png,6,dried oregano,180.0,300.0,450.0,532.0
419.619.png,1,tomato puree,293.0,774.0,201.0,501.0
419.619.png,2,dried oregano,439.0,665.0,273.0,448.0
419.619.png,3,salt,475.0,590.0,316.0,403.0
419.619.png,4,garlic powder,521.0,634.0,293.0,399.0
419.619.png,5,onion powder,401.0,572.0,338.0,428.0
424.958.png,1,tomato puree,278.0,562.0,462.0,535.0
424.958.png,2,pepper,119.0,235.0,220.0,513.0
440.974.png,1,tomato puree,352.0,709.0,205.0,486.0
440.974.png,2,pepper,57.0,270.0,13.0,416.0
440.974.png,3,dried oregano,78.0,292.0,441.0,530.0
446.313.png,1,tomato puree,340.0,636.0,239.0,438.0
446.313.png,2,pepper,36.0,252.0,24.0,333.0
446.313.png,3,dried oregano,27.0,179.0,372.0,517.0
456.99.png,1,tomato puree,408.0,591.0,423.0,519.0
456.99.png,2,pepper,244.0,329.0,227.0,493.0
456.99.png,3,salt,822.0,934.0,474.0,535.0
456.99.png,4,garlic powder,362.0,485.0,205.0,309.0
462.329.png,1,pepper,176.0,305.0,308.0,529.0
510.377.png,1,pepper,540.0,605.0,173.0,444.0
574.441.png,1,flour,481.0,671.0,347.0,461.0
574.441.png,2,tomato puree,3.0,166.0,369.0,535.0
606.473.png,1,dough,421.0,633.0,157.0,328.0
606.473.png,2,flour,746.0,928.0,354.0,453.0
611.811.png,1,dough,463.0,700.0,152.0,280.0
611.811.png,2,flour,438.0,736.0,315.0,408.0
617.15.png,1,dough,202.0,513.0,90.0,265.0
617.15.png,2,flour,564.0,917.0,319.0,462.0
622.489.png,1,dough,403.0,698.0,193.0,319.0
627.827.png,1,dough,286.0,666.0,150.0,326.0
633.166.png,1,dough,293.0,676.0,153.0,427.0
638.505.png,1,dough,396.0,786.0,199.0,473.0
643.843.png,1,dough,295.0,696.0,247.0,510.0
649.182.png,1,dough,333.0,753.0,106.0,321.0
654.521.png,1,dough,269.0,768.0,183.0,465.0
659.859.png,1,dough,220.0,669.0,103.0,259.0
659.859.png,2,flour,708.0,937.0,181.0,434.0
665.198.png,1,dough,282.0,847.0,155.0,509.0
670.537.png,1,dough,313.0,686.0,176.0,466.0
675.875.png,1,dough,240.0,535.0,349.0,520.0
681.214.png,1,dough,161.0,712.0,159.0,508.0
681.214.png,2,tomato puree,16.0,213.0,433.0,529.0
686.553.png,1,dough,217.0,901.0,148.0,491.0
686.553.png,2,tomato puree,9.0,160.0,343.0,520.0
697.23.png,1,dough,294.0,704.0,248.0,527.0
697.23.png,2,tomato puree,421.0,554.0,305.0,386.0
697.23.png,3,tomato puree,774.0,936.0,313.0,456.0
702.569.png,1,tomato source,347.0,723.0,107.0,343.0
702.569.png,1,dough,242.0,867.0,121.0,501.0
702.569.png,2,tomato souce,361.0,718.0,129.0,313.0
707.907.png,1,dough,276.0,889.0,102.0,471.0
707.907.png,2,tomato sauce,358.0,798.0,142.0,388.0
718.585.png,1,dough,254.0,892.0,46.0,405.0
718.585.png,2,sauce,354.0,824.0,75.0,379.0
723.923.png,1,dough,224.0,841.0,73.0,463.0
723.923.png,2,sauce,304.0,754.0,96.0,444.0
729.262.png,1,dough,76.0,557.0,199.0,477.0
729.262.png,2,tomato sauce,155.0,469.0,239.0,412.0
729.262.png,3,milk mozzarella,602.0,822.0,382.0,479.0
745.278.png,1,dough,9.0,405.0,432.0,530.0
745.278.png,2,tomato sauce,40.0,336.0,447.0,521.0
750.617.png,1,whole milk mozzarella,252.0,433.0,243.0,338.0
750.617.png,2,dough,30.0,484.0,211.0,514.0
750.617.png,3,tomato sauce,44.0,354.0,250.0,491.0
755.955.png,1,dough,197.0,646.0,354.0,522.0
755.955.png,2,tomato sauce,268.0,598.0,409.0,505.0
755.955.png,3,whole milk mozzarella,309.0,556.0,420.0,488.0
755.955.png,4,sausage,705.0,869.0,374.0,475.0
755.955.png,5,pepper,745.0,879.0,399.0,475.0
755.955.png,6,onion,730.0,810.0,400.0,482.0
766.633.png,1,dough,208.0,770.0,124.0,512.0
766.633.png,2,whole milk mozzarella,259.0,715.0,166.0,339.0
766.633.png,3,sausage,319.0,450.0,387.0,442.0
766.633.png,4,pepper,330.0,672.0,302.0,387.0
771.971.png,1,sausage,348.0,598.0,355.0,461.0
771.971.png,2,pepper,493.0,832.0,258.0,407.0
771.971.png,3,dough,237.0,886.0,98.0,527.0
771.971.png,4,tomato sauce,254.0,831.0,368.0,501.0
771.971.png,5,whole milk mozzarella,563.0,816.0,117.0,451.0
777.31.png,1,dough,194.0,693.0,286.0,471.0
777.31.png,2,sausage,264.0,462.0,329.0,389.0
777.31.png,3,whole milk mozzarella,342.0,608.0,353.0,456.0
777.31.png,4,tomato sauce,254.0,590.0,310.0,462.0
777.91.png,1,dough,237.0,536.0,60.0,220.0
777.91.png,2,whole milk mozzarella,267.0,455.0,82.0,154.0
777.91.png,3,sausage,306.0,395.0,50.0,101.0
777.91.png,4,onion,395.0,433.0,56.0,127.0
777.91.png,5,pepper,330.0,434.0,50.0,147.0
782.649.png,1,dough,31.0,475.0,226.0,411.0
782.649.png,2,sausage,76.0,188.0,269.0,300.0
782.649.png,3,whole milk mozzarella,176.0,391.0,250.0,292.0
782.649.png,4,onion,176.0,244.0,279.0,310.0
782.649.png,5,pepper,112.0,262.0,295.0,328.0
782.649.png,6,tomato sauce,78.0,407.0,265.0,330.0
787.987.png,1,dough,462.0,835.0,215.0,395.0
787.987.png,2,whole milk mozzarella,517.0,657.0,245.0,309.0
787.987.png,3,sausage,670.0,758.0,264.0,339.0
787.987.png,4,tomato sauce,478.0,828.0,251.0,342.0
787.987.png,5,pepper,773.0,806.0,261.0,334.0
787.987.png,6,onion,602.0,715.0,287.0,319.0
809.342.png,1,pizza,274.0,755.0,376.0,529.0
820.019.png,1,pizza,80.0,820.0,210.0,345.0
825.358.png,1,pizza,172.0,845.0,83.0,531.0
830.697.png,1,pizza,268.0,794.0,191.0,495.0
830.697.png,2,fresh basil,466.0,770.0,189.0,387.0
841.374.png,1,pizza,175.0,652.0,191.0,445.0
841.374.png,2,fresh basil,263.0,611.0,201.0,352.0
845.378.png,1,pizza,278.0,792.0,174.0,396.0
850.45.png,1,water,400.0,597.0,211.0,370.0
866.466.png,1,garlic,452.0,606.0,318.0,387.0
871.804.png,1,extra-virgin olive oil,637.0,860.0,101.0,228.0
917.583.png,1,dough,468.0,628.0,280.0,395.0
933.733.png,1,garlic oil,327.0,738.0,265.0,460.0
949.749.png,1,spinach,763.0,857.0,240.0,335.0
949.749.png,2,broccoli,634.0,747.0,263.0,357.0
981.781.png,1,whole milk ricotta,417.0,765.0,406.0,526.0
986.586.png,1,mozzarella,328.0,542.0,179.0,382.0
1024.49.png,1,pizza,193.0,875.0,83.0,523.0
