image,id,name,xMin,xMax,yMin,yMax
51.2.png,1,flour,613.0,839.0,54.0,248.0
51.2.png,2,water,630.0,855.0,323.0,466.0
51.2.png,3,oregano,484.0,626.0,344.0,497.0
51.2.png,4,yeast,313.0,442.0,365.0,480.0
51.2.png,5,sugar,110.0,224.0,360.0,449.0
51.2.png,6,salt,386.0,562.0,122.0,258.0
51.2.png,7,oil,67.0,167.0,48.0,147.0
71.68.png,1,corn meal,179.0,317.0,142.0,256.0
97.28.png,1,red bell pepper,706.0,787.0,308.0,392.0
97.28.png,2,green bell pepper,495.0,638.0,326.0,411.0
97.28.png,3,olive,569.0,683.0,252.0,331.0
97.28.png,4,corn,478.0,585.0,179.0,249.0
97.28.png,5,onion sliced,624.0,752.0,179.0,268.0
107.52.png,1,cheese slices,347.0,515.0,193.0,347.0
112.64.png,1,mozzarella cheese,204.0,421.0,8.0,180.0
133.12.png,1,chilli flakes,614.0,678.0,6.0,135.0
133.12.png,2,oregano,275.0,375.0,22.0,145.0
143.36.png,1,big tomato,200.0,278.0,133.0,194.0
143.36.png,2,big onion,114.0,151.0,151.0,221.0
143.36.png,3,garlic,99.0,157.0,243.0,293.0
143.36.png,4,red chili,312.0,332.0,162.0,200.0
163.84.png,1,crushed black pepper,433.0,470.0,37.0,97.0
163.84.png,2,oil,681.0,739.0,13.0,105.0
163.84.png,3,tomato ketchup,483.0,573.0,174.0,242.0
163.84.png,4,salt,702.0,764.0,162.0,231.0
163.84.png,5,oregano,450.0,511.0,358.0,417.0
163.84.png,6,red chili powder,795.0,842.0,349.0,414.0
163.84.png,7,sugar,630.0,689.0,332.0,418.0
184.32.png,1,warm water,359.0,480.0,88.0,184.0
184.32.png,2,sugar,659.0,780.0,150.0,252.0
184.32.png,3,dry yeast,598.0,720.0,354.0,463.0
235.52.png,1,flour,287.0,602.0,168.0,425.0
235.52.png,1,sugar,853.0,936.0,238.0,335.0
245.76.png,1,v_mix,358.0,605.0,218.0,414.0
250.88.png,1,v_mix,353.0,576.0,239.0,431.0
276.48.png,1,v_mix,336.0,603.0,227.0,421.0
307.2.png,1,oil,255.0,313.0,165.0,257.0
353.28.png,1,v_grind,134.0,399.0,175.0,454.0
363.52.png,1,oil,479.0,587.0,299.0,409.0
363.52.png,2,v_pour,340.0,599.0,14.0,337.0
373.76.png,1,ketchup,455.0,725.0,305.0,422.0
378.88.png,1,red chilli powder,612.0,678.0,272.0,388.0
409.6.png,1,oregano,550.0,618.0,299.0,387.0
414.72.png,1,ketchup,565.0,631.0,241.0,303.0
424.96.png,1,v_mix,407.0,697.0,206.0,431.0
481.28.png,1,v_make flat,326.0,528.0,222.0,415.0
501.76.png,1,v_make ring,418.0,576.0,132.0,396.0
517.12.png,1,v_put sauce,290.0,536.0,186.0,468.0
520.28.png,1,v_slice cheese,291.0,629.0,140.0,405.0
522.24.png,1,v_put cheese,311.0,589.0,190.0,417.0
527.36.png,1,v_put sweetcorn,231.0,600.0,90.0,441.0
532.48.png,1,v_put pepper,330.0,619.0,18.0,474.0
537.6.png,1,v_put onion sliced,307.0,612.0,189.0,446.0
546.36.png,1,,202.0,655.0,106.0,476.0
619.52.png,1,v_cut,76.0,782.0,85.0,494.0
