image,id,name,xMin,xMax,yMin,yMax
41.3747.png,1,,402.0,485.0,459.0,475.0
46.9219.png,1,,355.0,479.0,458.0,493.0
55.5972.png,1,,479.0,501.0,56.0,60.0
50.5505.png,1,,643.0,746.0,17.0,150.0
55.5972.png,1,,469.0,551.0,52.0,175.0
62.2288.png,1,water,213.0,272.0,262.0,323.0
67.1921.png,1,,315.0,411.0,133.0,183.0
68.9439.png,1,,359.0,544.0,132.0,355.0
79.6212.png,1,,341.0,605.0,283.0,433.0
82.1237.png,1,,447.0,543.0,212.0,249.0
88.9639.png,1,,444.0,475.0,272.0,312.0
95.3035.png,1,,450.0,484.0,298.0,326.0
101.018.png,1,,565.0,620.0,134.0,271.0
110.902.png,1,,300.0,594.0,277.0,348.0
123.832.png,1,,412.0,762.0,284.0,506.0
126.793.png,1,,386.0,590.0,42.0,508.0
134.051.png,1,,214.0,562.0,382.0,461.0
143.644.png,1,,425.0,617.0,227.0,405.0
150.942.png,1,,396.0,438.0,367.0,407.0
182.766.png,1,,423.0,489.0,109.0,269.0
187.979.png,1,,355.0,520.0,306.0,351.0
193.443.png,1,,349.0,617.0,297.0,396.0
198.49.png,1,,649.0,738.0,97.0,190.0
200.575.png,1,,339.0,557.0,335.0,396.0
203.537.png,1,,415.0,546.0,235.0,330.0
218.218.png,1,,452.0,500.0,269.0,325.0
220.929.png,1,,478.0,528.0,178.0,219.0
222.973.png,1,basil,367.0,413.0,319.0,340.0
222.973.png,2,basil,376.0,425.0,357.0,364.0
222.973.png,3,basil,448.0,479.0,301.0,314.0
225.267.png,1,basil,414.0,443.0,232.0,254.0
228.228.png,1,basil,614.0,695.0,215.0,245.0
228.645.png,1,basil,702.0,776.0,220.0,247.0
244.745.png,1,,329.0,548.0,237.0,367.0
248.039.png,1,pizza,603.0,779.0,279.0,376.0
249.916.png,1,,439.0,730.0,144.0,327.0
258.925.png,1,,437.0,465.0,364.0,394.0
259.509.png,1,ham,434.0,471.0,394.0,405.0
261.97.png,1,,386.0,435.0,323.0,349.0
266.099.png,1,,503.0,544.0,354.0,371.0
268.185.png,1,,385.0,440.0,269.0,283.0
270.645.png,1,pizza,303.0,481.0,217.0,254.0
273.774.png,1,,367.0,555.0,328.0,395.0
277.027.png,1,,317.0,370.0,106.0,152.0
278.945.png,1,,455.0,485.0,352.0,370.0
288.914.png,1,,379.0,552.0,329.0,398.0
296.546.png,1,dough,400.0,463.0,197.0,295.0
298.298.png,1,dough,167.0,350.0,363.0,461.0
298.298.png,2,,475.0,579.0,329.0,369.0
299.299.png,1,cheese,521.0,567.0,355.0,399.0
299.299.png,2,,83.0,136.0,371.0,382.0
305.013.png,1,,368.0,559.0,251.0,354.0
307.766.png,1,,532.0,546.0,358.0,391.0
309.267.png,1,,367.0,564.0,134.0,283.0
311.895.png,1,,531.0,578.0,342.0,395.0
322.322.png,1,,529.0,553.0,297.0,304.0
336.711.png,1,,242.0,798.0,347.0,418.0
338.338.png,1,,343.0,605.0,340.0,410.0
338.547.png,1,,223.0,793.0,247.0,361.0
348.974.png,1,,586.0,883.0,353.0,418.0
354.354.png,1,,380.0,564.0,190.0,288.0
