image,id,name,xMin,xMax,yMin,yMax
10.6773.png,1,pizza,28.0,918.0,30.0,467.0
16.016.png,1,dough,178.0,467.0,43.0,370.0
26.6933.png,1,garlic,374.0,508.0,207.0,296.0
26.6933.png,2,onion,664.0,892.0,73.0,288.0
48.048.png,1,olive oil,183.0,843.0,231.0,468.0
53.3867.png,1,onion,213.0,842.0,39.0,422.0
53.3867.png,2,garlic,192.0,800.0,59.0,404.0
64.064.png,1,diced tomatoes,403.0,840.0,176.0,455.0
80.08.png,1,chicken broth,500.0,878.0,15.0,284.0
90.7573.png,1,Italian seasoning,345.0,838.0,131.0,427.0
96.096.png,1,Parmesan cheese,553.0,843.0,19.0,433.0
128.128.png,1,warm water,297.0,654.0,80.0,355.0
128.128.png,2,sugar,384.0,706.0,6.0,72.0
128.128.png,3,yeast,301.0,591.0,368.0,502.0
165.499.png,1,flour,275.0,608.0,255.0,373.0
186.853.png,1,dough,186.0,612.0,307.0,420.0
229.563.png,1,green bell peppers,84.0,341.0,142.0,420.0
229.563.png,2,cheese,413.0,757.0,295.0,517.0
229.563.png,3,turkey peperoni,316.0,544.0,15.0,138.0
229.563.png,4,olive,670.0,816.0,83.0,204.0
245.579.png,1,v_slice,536.0,853.0,156.0,384.0
256.256.png,1,sauce,262.0,882.0,126.0,307.0
256.256.png,2,v_spreadout,472.0,781.0,17.0,158.0
272.272.png,1,cheese,26.0,904.0,196.0,396.0
272.272.png,2,v_sprinkle,53.0,893.0,160.0,424.0
277.611.png,1,v_put,92.0,847.0,177.0,391.0
293.627.png,1,pizza,97.0,671.0,81.0,314.0
298.965.png,1,v_cut,152.0,546.0,76.0,265.0
