image,id,name,xMin,xMax,yMin,yMax
5.12.png,1,,206.0,321.0,251.0,328.0
10.24.png,1,bowl,524.0,657.0,453.0,511.0
10.24.png,2,,570.0,626.0,481.0,496.0
55.68.png,1,,351.0,398.0,209.0,227.0
60.8.png,1,,146.0,169.0,402.0,430.0
63.68.png,1,,456.0,495.0,393.0,417.0
81.28.png,1,,19.0,70.0,458.0,482.0
136.64.png,1,,662.0,725.0,90.0,120.0
182.4.png,1,,454.0,562.0,344.0,392.0
244.16.png,1,,371.0,380.0,319.0,325.0
266.56.png,1,,313.0,451.0,290.0,312.0
335.96.png,1,,267.0,340.0,209.0,288.0
392.64.png,1,,491.0,636.0,315.0,399.0
407.04.png,1,,32.0,204.0,282.0,456.0
471.48.png,1,,253.0,474.0,218.0,394.0
