image,id,name,xMin,xMax,yMin,yMax
13.92.png,1,large bowl,782.0,952.0,174.0,435.0
13.92.png,2,flour,530.0,734.0,305.0,427.0
13.92.png,3,ham,123.0,201.0,232.0,276.0
13.92.png,4,salami,97.0,202.0,283.0,335.0
13.92.png,5,cheese,234.0,354.0,256.0,325.0
13.92.png,6,sea salt,534.0,582.0,160.0,230.0
13.92.png,7,measuring cup,629.0,746.0,161.0,233.0
50.56.png,1,big bowl,405.0,871.0,373.0,530.0
50.56.png,2,sea salt,545.0,645.0,64.0,215.0
65.92.png,1,measuring cup,330.0,444.0,192.0,304.0
65.92.png,2,warm water,351.0,430.0,258.0,298.0
74.64.png,1,yeast,484.0,528.0,383.0,437.0
76.16.png,1,yeast,386.0,446.0,161.0,229.0
82.24.png,1,measuring cup,389.0,607.0,164.0,437.0
82.24.png,2,warm water,410.0,577.0,300.0,424.0
84.04.png,1,fork,381.0,483.0,364.0,464.0
87.6.png,1,fork,400.0,541.0,2.0,321.0
87.6.png,2,measuring cup,350.0,680.0,97.0,498.0
87.6.png,3,yeast and water,384.0,651.0,324.0,490.0
110.04.png,1,big bowl,111.0,725.0,105.0,507.0
110.04.png,2,flour,216.0,617.0,260.0,442.0
131.08.png,1,measuring cup,448.0,580.0,212.0,325.0
131.08.png,2,yeast and water,475.0,551.0,272.0,317.0
136.36.png,1,big bowl,175.0,669.0,194.0,494.0
136.36.png,2,flour,250.0,611.0,281.0,432.0
139.36.png,1,v_pour,337.0,573.0,177.0,436.0
141.44.png,1,fork,413.0,514.0,332.0,410.0
142.56.png,1,v_mix,323.0,444.0,131.0,409.0
151.56.png,1,flour, yeast, water,122.0,800.0,85.0,498.0
151.56.png,2,fork,201.0,290.0,4.0,201.0
187.76.png,1,flour,243.0,697.0,177.0,464.0
187.76.png,2,hand,424.0,611.0,172.0,291.0
187.76.png,3,table,180.0,363.0,380.0,497.0
193.28.png,1,dough,454.0,661.0,219.0,369.0
269.32.png,1,v_knead,298.0,642.0,252.0,387.0
269.32.png,2,dough,382.0,609.0,292.0,372.0
332.24.png,1,large bowl,292.0,814.0,122.0,450.0
335.6.png,1,olive oil,489.0,677.0,3.0,128.0
337.56.png,1,olive oil,361.0,665.0,8.0,186.0
356.28.png,1,dough,357.0,631.0,258.0,349.0
359.08.png,1,plastic wrap,118.0,948.0,47.0,366.0
374.4.png,1,small pot,436.0,590.0,258.0,357.0
378.24.png,1,small pot,332.0,548.0,286.0,448.0
381.2.png,1,canned tomatoes,349.0,465.0,7.0,134.0
382.68.png,1,canned tomatoes,363.0,428.0,395.0,491.0
389.76.png,1,canned tomatoes,290.0,464.0,155.0,312.0
389.76.png,2,small pot,330.0,557.0,279.0,438.0
406.68.png,1,garlic crusher,209.0,894.0,26.0,188.0
406.68.png,2,garlic,558.0,638.0,102.0,150.0
414.08.png,1,garlic crusher,521.0,648.0,78.0,262.0
437.6.png,1,spoon,372.0,574.0,3.0,318.0
440.92.png,1,stove,13.0,889.0,20.0,531.0
443.64.png,1,stove,40.0,929.0,112.0,502.0
443.64.png,2,small pot,34.0,908.0,6.0,218.0
444.96.png,1,tomato sauce,302.0,739.0,248.0,484.0
487.96.png,1,dough,429.0,683.0,62.0,257.0
490.24.png,1,dough,358.0,479.0,307.0,423.0
510.24.png,1,flour,209.0,513.0,265.0,392.0
510.24.png,2,table,158.0,324.0,157.0,244.0
517.4.png,1,rolling pin,396.0,901.0,12.0,336.0
524.08.png,1,rolling pin,465.0,851.0,40.0,312.0
524.08.png,2,dough,420.0,733.0,186.0,354.0
541.04.png,1,dough,160.0,853.0,174.0,480.0
554.44.png,1,dough,215.0,519.0,98.0,233.0
554.44.png,2,baking sheet,38.0,626.0,53.0,312.0
570.24.png,1,tomato sauce,578.0,742.0,212.0,324.0
590.16.png,1,cheese,498.0,646.0,295.0,359.0
595.2.png,1,cheese,507.0,722.0,320.0,430.0
605.44.png,1,pineapple,480.0,767.0,116.0,396.0
605.44.png,2,ham,219.0,441.0,88.0,232.0
605.44.png,3,salami,172.0,473.0,259.0,435.0
631.64.png,1,salami,389.0,508.0,328.0,400.0
631.64.png,2,salami,598.0,773.0,323.0,401.0
635.52.png,1,ham,316.0,356.0,362.0,394.0
674.28.png,1,olive oil,416.0,607.0,379.0,487.0
685.36.png,1,oven,161.0,686.0,32.0,498.0
