image,id,name,xMin,xMax,yMin,yMax
35.035.png,1,water,547.0,880.0,14.0,359.0
35.035.png,2,yeast,4.0,195.0,220.0,533.0
38.7888.png,1,yeast,8.0,185.0,160.0,487.0
38.7888.png,2,egg,236.0,356.0,196.0,312.0
40.04.png,1,yeast,168.0,421.0,99.0,530.0
45.045.png,1,yeast,193.0,361.0,1.0,344.0
50.05.png,1,yeast,78.0,910.0,0.0,534.0
55.055.png,1,sugar,324.0,628.0,153.0,327.0
55.055.png,2,yeast,31.0,929.0,10.0,533.0
70.07.png,1,yeast,220.0,756.0,91.0,464.0
75.075.png,1,flour,280.0,611.0,7.0,174.0
80.08.png,1,olive oil,426.0,529.0,121.0,244.0
80.08.png,2,flour,405.0,859.0,362.0,531.0
83.8338.png,1,olive oil,326.0,496.0,11.0,97.0
83.8338.png,2,flour,204.0,777.0,203.0,508.0
85.085.png,1,salt,73.0,389.0,55.0,326.0
90.09.png,1,salt,65.0,356.0,61.0,310.0
100.1.png,1,dough,120.0,674.0,294.0,511.0
105.105.png,1,dough,397.0,830.0,18.0,509.0
107.608.png,1,flour,35.0,845.0,118.0,529.0
115.115.png,1,dough,142.0,844.0,142.0,467.0
120.12.png,1,dough,24.0,859.0,311.0,487.0
125.125.png,1,dough,94.0,948.0,24.0,479.0
130.13.png,1,dough,93.0,916.0,102.0,435.0
135.135.png,1,dough,28.0,909.0,130.0,466.0
140.14.png,1,dough,9.0,929.0,113.0,478.0
145.145.png,1,sauce,124.0,910.0,222.0,454.0
150.15.png,1,cheese,10.0,936.0,191.0,473.0
151.193.png,1,cheese,120.0,909.0,192.0,484.0
